2025-08-09 23:16:08.021 - ログ記録を開始しました
2025-08-09 23:16:09.108 - Iteration: 582
2025-08-09 23:16:09.108 - Iteration: 583
2025-08-09 23:16:09.109 - Iteration: 584
2025-08-09 23:16:09.110 - Iteration: 585
2025-08-09 23:16:09.110 - Iteration: 586
2025-08-09 23:16:09.111 - Iteration: 587
2025-08-09 23:16:09.111 - Iteration: 588
2025-08-09 23:16:09.112 - Iteration: 589
2025-08-09 23:16:09.112 - Iteration: 590
2025-08-09 23:16:09.113 - Iteration: 591
2025-08-09 23:16:09.113 - Iteration: 592
2025-08-09 23:16:09.114 - Iteration: 593
2025-08-09 23:16:09.115 - Iteration: 594
2025-08-09 23:16:09.115 - Iteration: 595
2025-08-09 23:16:09.116 - Iteration: 596
2025-08-09 23:16:09.116 - Iteration: 597
2025-08-09 23:16:09.117 - Iteration: 598
2025-08-09 23:16:09.119 - Iteration: 599
2025-08-09 23:16:09.120 - Iteration: 600
2025-08-09 23:16:09.121 - Iteration: 601
2025-08-09 23:16:09.122 - Iteration: 602
2025-08-09 23:16:09.123 - Iteration: 603
2025-08-09 23:16:09.123 - Iteration: 604
2025-08-09 23:16:09.124 - Iteration: 605
2025-08-09 23:16:09.125 - Iteration: 606
2025-08-09 23:16:09.125 - Iteration: 607
2025-08-09 23:16:09.126 - Iteration: 608
2025-08-09 23:16:09.127 - Iteration: 609
2025-08-09 23:16:09.128 - Iteration: 610
2025-08-09 23:16:09.128 - Iteration: 611
2025-08-09 23:16:09.129 - Iteration: 612
2025-08-09 23:16:09.130 - Iteration: 613
2025-08-09 23:16:09.131 - Iteration: 614
2025-08-09 23:16:09.131 - Iteration: 615
2025-08-09 23:16:09.132 - Iteration: 616
2025-08-09 23:16:09.133 - Iteration: 617
2025-08-09 23:16:09.134 - Iteration: 618
2025-08-09 23:16:09.134 - Iteration: 619
2025-08-09 23:16:09.135 - Iteration: 620
2025-08-09 23:16:09.136 - Iteration: 621
2025-08-09 23:16:09.137 - Iteration: 622
2025-08-09 23:16:09.141 - Iteration: 623
2025-08-09 23:16:09.142 - Iteration: 624
2025-08-09 23:16:09.142 - Iteration: 625
2025-08-09 23:16:09.143 - Iteration: 626
2025-08-09 23:16:09.144 - Iteration: 627
2025-08-09 23:16:09.144 - Iteration: 628
2025-08-09 23:16:09.144 - Iteration: 629
2025-08-09 23:16:09.145 - Iteration: 630
2025-08-09 23:16:09.145 - Iteration: 631
2025-08-09 23:16:09.146 - Iteration: 632
2025-08-09 23:16:09.146 - Iteration: 633
2025-08-09 23:16:09.147 - Iteration: 634
2025-08-09 23:16:09.147 - Iteration: 635
2025-08-09 23:16:09.147 - Iteration: 636
2025-08-09 23:16:09.149 - Iteration: 637
2025-08-09 23:16:09.149 - Iteration: 638
2025-08-09 23:16:09.150 - Iteration: 639
2025-08-09 23:16:09.151 - Iteration: 640
2025-08-09 23:16:09.152 - Iteration: 641
2025-08-09 23:16:09.153 - Iteration: 642
2025-08-09 23:16:09.154 - Iteration: 643
2025-08-09 23:16:09.154 - Iteration: 644
2025-08-09 23:16:09.155 - Iteration: 645
2025-08-09 23:16:09.155 - Iteration: 646
2025-08-09 23:16:09.155 - Iteration: 647
2025-08-09 23:16:09.156 - Iteration: 648
2025-08-09 23:16:09.156 - Iteration: 649
2025-08-09 23:16:09.156 - Iteration: 650
2025-08-09 23:16:09.157 - Iteration: 651
2025-08-09 23:16:09.157 - Iteration: 652
2025-08-09 23:16:09.157 - Iteration: 653
2025-08-09 23:16:09.157 - Iteration: 654
2025-08-09 23:16:09.158 - Iteration: 655
2025-08-09 23:16:09.158 - Iteration: 656
2025-08-09 23:16:09.159 - Iteration: 657
2025-08-09 23:16:09.159 - Iteration: 658
2025-08-09 23:16:09.159 - Iteration: 659
2025-08-09 23:16:09.160 - Iteration: 660
2025-08-09 23:16:09.160 - Iteration: 661
2025-08-09 23:16:09.161 - Iteration: 662
2025-08-09 23:16:09.161 - Iteration: 663
2025-08-09 23:16:09.162 - Iteration: 664
2025-08-09 23:16:09.162 - Iteration: 665
2025-08-09 23:16:09.162 - Iteration: 666
2025-08-09 23:16:09.163 - Iteration: 667
2025-08-09 23:16:09.163 - Iteration: 668
2025-08-09 23:16:09.164 - Iteration: 669
2025-08-09 23:16:09.164 - Iteration: 670
2025-08-09 23:16:09.165 - Iteration: 671
2025-08-09 23:16:09.165 - Iteration: 672
2025-08-09 23:16:09.166 - Iteration: 673
2025-08-09 23:16:09.167 - Iteration: 674
2025-08-09 23:16:09.167 - Iteration: 675
2025-08-09 23:16:09.167 - Iteration: 676
2025-08-09 23:16:09.168 - Iteration: 677
2025-08-09 23:16:09.168 - Iteration: 678
2025-08-09 23:16:09.169 - Iteration: 679
2025-08-09 23:16:09.169 - Iteration: 680
2025-08-09 23:16:09.169 - Iteration: 681
2025-08-09 23:16:09.170 - Iteration: 682
2025-08-09 23:16:09.170 - Iteration: 683
2025-08-09 23:16:09.171 - Iteration: 684
2025-08-09 23:16:09.171 - Iteration: 685
2025-08-09 23:16:09.172 - Iteration: 686
2025-08-09 23:16:09.172 - Iteration: 687
2025-08-09 23:16:09.173 - Iteration: 688
2025-08-09 23:16:09.173 - Iteration: 689
2025-08-09 23:16:09.173 - Iteration: 690
2025-08-09 23:16:09.174 - Iteration: 691
2025-08-09 23:16:09.174 - Iteration: 692
2025-08-09 23:16:09.175 - Iteration: 693
2025-08-09 23:16:09.175 - Iteration: 694
2025-08-09 23:16:09.175 - Iteration: 695
2025-08-09 23:16:09.176 - Iteration: 696
2025-08-09 23:16:09.176 - Iteration: 697
2025-08-09 23:16:09.177 - Iteration: 698
2025-08-09 23:16:09.178 - Iteration: 699
2025-08-09 23:16:09.178 - Iteration: 700
2025-08-09 23:16:09.180 - Iteration: 701
2025-08-09 23:16:09.182 - Iteration: 702
2025-08-09 23:16:09.182 - Iteration: 703
2025-08-09 23:16:09.182 - Iteration: 704
2025-08-09 23:16:09.183 - Iteration: 705
2025-08-09 23:16:09.184 - Iteration: 706
2025-08-09 23:16:09.185 - Iteration: 707
2025-08-09 23:16:09.185 - Iteration: 708
2025-08-09 23:16:09.186 - Iteration: 709
2025-08-09 23:16:09.186 - Iteration: 710
2025-08-09 23:16:09.186 - Iteration: 711
2025-08-09 23:16:09.187 - Iteration: 712
2025-08-09 23:16:09.188 - Iteration: 713
2025-08-09 23:16:09.189 - Iteration: 714
2025-08-09 23:16:09.189 - Iteration: 715
2025-08-09 23:16:09.189 - Iteration: 716
2025-08-09 23:16:09.190 - Iteration: 717
2025-08-09 23:16:09.190 - Iteration: 718
2025-08-09 23:16:09.191 - Iteration: 719
2025-08-09 23:16:09.192 - Iteration: 720
2025-08-09 23:16:09.192 - Iteration: 721
2025-08-09 23:16:09.193 - Iteration: 722
2025-08-09 23:16:09.193 - Iteration: 723
2025-08-09 23:16:09.193 - Iteration: 724
2025-08-09 23:16:09.194 - Iteration: 725
2025-08-09 23:16:09.195 - Iteration: 726
2025-08-09 23:16:09.195 - Iteration: 727
2025-08-09 23:16:09.195 - Iteration: 728
2025-08-09 23:16:09.196 - Iteration: 729
2025-08-09 23:16:09.196 - Iteration: 730
2025-08-09 23:16:09.196 - Iteration: 731
2025-08-09 23:16:09.197 - Iteration: 732
2025-08-09 23:16:09.197 - Iteration: 733
2025-08-09 23:16:09.197 - Iteration: 734
2025-08-09 23:16:09.198 - Iteration: 735
2025-08-09 23:16:09.198 - Iteration: 736
2025-08-09 23:16:09.198 - Iteration: 737
2025-08-09 23:16:09.199 - Iteration: 738
2025-08-09 23:16:09.199 - Iteration: 739
2025-08-09 23:16:09.199 - Iteration: 740
2025-08-09 23:16:09.200 - Iteration: 741
2025-08-09 23:16:09.200 - Iteration: 742
2025-08-09 23:16:09.201 - Iteration: 743
2025-08-09 23:16:09.201 - Iteration: 744
2025-08-09 23:16:09.201 - Iteration: 745
2025-08-09 23:16:09.202 - Iteration: 746
2025-08-09 23:16:09.202 - Iteration: 747
2025-08-09 23:16:09.202 - Iteration: 748
2025-08-09 23:16:09.203 - Iteration: 749
2025-08-09 23:16:09.204 - Iteration: 750
2025-08-09 23:16:09.204 - Iteration: 751
2025-08-09 23:16:09.205 - Iteration: 752
2025-08-09 23:16:09.206 - Iteration: 753
2025-08-09 23:16:09.206 - Iteration: 754
2025-08-09 23:16:09.206 - Iteration: 755
2025-08-09 23:16:09.207 - Iteration: 756
2025-08-09 23:16:09.207 - Iteration: 757
2025-08-09 23:16:09.208 - Iteration: 758
2025-08-09 23:16:09.209 - Iteration: 759
2025-08-09 23:16:09.209 - Iteration: 760
2025-08-09 23:16:09.210 - Iteration: 761
2025-08-09 23:16:09.210 - Iteration: 762
2025-08-09 23:16:09.210 - Iteration: 763
2025-08-09 23:16:09.211 - Iteration: 764
2025-08-09 23:16:09.211 - Iteration: 765
2025-08-09 23:16:09.212 - Iteration: 766
2025-08-09 23:16:09.212 - Iteration: 767
2025-08-09 23:16:09.213 - Iteration: 768
2025-08-09 23:16:09.213 - Iteration: 769
2025-08-09 23:16:09.213 - Iteration: 770
2025-08-09 23:16:09.214 - Iteration: 771
2025-08-09 23:16:09.214 - Iteration: 772
2025-08-09 23:16:09.214 - Iteration: 773
2025-08-09 23:16:09.215 - Iteration: 774
2025-08-09 23:16:09.215 - Iteration: 775
2025-08-09 23:16:09.216 - Iteration: 776
2025-08-09 23:16:09.216 - Iteration: 777
2025-08-09 23:16:09.216 - Iteration: 778
2025-08-09 23:16:09.217 - Iteration: 779
2025-08-09 23:16:09.217 - Iteration: 780
2025-08-09 23:16:09.218 - Iteration: 781
2025-08-09 23:16:09.218 - Iteration: 782
2025-08-09 23:16:09.218 - Iteration: 783
2025-08-09 23:16:09.219 - Iteration: 784
2025-08-09 23:16:09.219 - Iteration: 785
2025-08-09 23:16:09.219 - Iteration: 786
2025-08-09 23:16:09.220 - Iteration: 787
2025-08-09 23:16:09.220 - Iteration: 788
2025-08-09 23:16:09.221 - Iteration: 789
2025-08-09 23:16:09.222 - Iteration: 790
2025-08-09 23:16:09.223 - Iteration: 791
2025-08-09 23:16:09.223 - Iteration: 792
2025-08-09 23:16:09.224 - Iteration: 793
2025-08-09 23:16:09.224 - Iteration: 794
2025-08-09 23:16:09.224 - Iteration: 795
2025-08-09 23:16:09.225 - Iteration: 796
2025-08-09 23:16:09.225 - Iteration: 797
2025-08-09 23:16:09.226 - Iteration: 798
2025-08-09 23:16:09.226 - Iteration: 799
2025-08-09 23:16:09.227 - Iteration: 800
2025-08-09 23:16:09.229 - Iteration: 801
2025-08-09 23:16:09.230 - Iteration: 802
2025-08-09 23:16:09.231 - Iteration: 803
2025-08-09 23:16:09.231 - Iteration: 804
2025-08-09 23:16:09.231 - Iteration: 805
2025-08-09 23:16:09.232 - Iteration: 806
2025-08-09 23:16:09.232 - Iteration: 807
2025-08-09 23:16:09.233 - Iteration: 808
2025-08-09 23:16:09.233 - Iteration: 809
2025-08-09 23:16:09.233 - Iteration: 810
2025-08-09 23:16:09.234 - Iteration: 811
2025-08-09 23:16:09.235 - Iteration: 812
2025-08-09 23:16:09.235 - Iteration: 813
2025-08-09 23:16:09.236 - Iteration: 814
2025-08-09 23:16:09.236 - Iteration: 815
2025-08-09 23:16:09.236 - Iteration: 816
2025-08-09 23:16:09.237 - Iteration: 817
2025-08-09 23:16:09.237 - Iteration: 818
2025-08-09 23:16:09.238 - Iteration: 819
2025-08-09 23:16:09.238 - Iteration: 820
2025-08-09 23:16:09.239 - Iteration: 821
2025-08-09 23:16:09.239 - Iteration: 822
2025-08-09 23:16:09.240 - Iteration: 823
2025-08-09 23:16:09.240 - Iteration: 824
2025-08-09 23:16:09.241 - Iteration: 825
2025-08-09 23:16:09.241 - Iteration: 826
2025-08-09 23:16:09.241 - Iteration: 827
2025-08-09 23:16:09.242 - Iteration: 828
2025-08-09 23:16:09.242 - Iteration: 829
2025-08-09 23:16:09.242 - Iteration: 830
2025-08-09 23:16:09.243 - Iteration: 831
2025-08-09 23:16:09.244 - Iteration: 832
2025-08-09 23:16:09.244 - Iteration: 833
2025-08-09 23:16:09.245 - Iteration: 834
2025-08-09 23:16:09.245 - Iteration: 835
2025-08-09 23:16:09.245 - Iteration: 836
2025-08-09 23:16:09.246 - Iteration: 837
2025-08-09 23:16:09.246 - Iteration: 838
2025-08-09 23:16:09.247 - Iteration: 839
2025-08-09 23:16:09.247 - Iteration: 840
2025-08-09 23:16:09.247 - Iteration: 841
2025-08-09 23:16:09.248 - Iteration: 842
2025-08-09 23:16:09.249 - Iteration: 843
2025-08-09 23:16:09.249 - Iteration: 844
2025-08-09 23:16:09.249 - Iteration: 845
2025-08-09 23:16:09.250 - Iteration: 846
2025-08-09 23:16:09.250 - Iteration: 847
2025-08-09 23:16:09.251 - Iteration: 848
2025-08-09 23:16:09.251 - Iteration: 849
2025-08-09 23:16:09.252 - Iteration: 850
2025-08-09 23:16:09.252 - Iteration: 851
2025-08-09 23:16:09.253 - Iteration: 852
2025-08-09 23:16:09.253 - Iteration: 853
2025-08-09 23:16:09.254 - Iteration: 854
2025-08-09 23:16:09.255 - Iteration: 855
2025-08-09 23:16:09.255 - Iteration: 856
2025-08-09 23:16:09.256 - Iteration: 857
2025-08-09 23:16:09.256 - Iteration: 858
2025-08-09 23:16:09.256 - Iteration: 859
2025-08-09 23:16:09.257 - Iteration: 860
2025-08-09 23:16:09.267 - Iteration: 861
2025-08-09 23:16:09.268 - Iteration: 862
2025-08-09 23:16:09.268 - Iteration: 863
2025-08-09 23:16:09.268 - Iteration: 864
2025-08-09 23:16:09.269 - Iteration: 865
2025-08-09 23:16:09.269 - Iteration: 866
2025-08-09 23:16:09.270 - Iteration: 867
2025-08-09 23:16:09.270 - Iteration: 868
2025-08-09 23:16:09.271 - Iteration: 869
2025-08-09 23:16:09.271 - Iteration: 870
2025-08-09 23:16:09.272 - Iteration: 871
2025-08-09 23:16:09.272 - Iteration: 872
2025-08-09 23:16:09.272 - Iteration: 873
2025-08-09 23:16:09.273 - Iteration: 874
2025-08-09 23:16:09.273 - Iteration: 875
2025-08-09 23:16:09.273 - Iteration: 876
2025-08-09 23:16:09.274 - Iteration: 877
2025-08-09 23:16:09.274 - Iteration: 878
2025-08-09 23:16:09.274 - Iteration: 879
2025-08-09 23:16:09.275 - Iteration: 880
2025-08-09 23:16:09.275 - Iteration: 881
2025-08-09 23:16:09.275 - Iteration: 882
2025-08-09 23:16:09.276 - Iteration: 883
2025-08-09 23:16:09.276 - Iteration: 884
2025-08-09 23:16:09.276 - Iteration: 885
2025-08-09 23:16:09.277 - Iteration: 886
2025-08-09 23:16:09.277 - Iteration: 887
2025-08-09 23:16:09.277 - Iteration: 888
2025-08-09 23:16:09.278 - Iteration: 889
2025-08-09 23:16:09.278 - Iteration: 890
2025-08-09 23:16:09.278 - Iteration: 891
2025-08-09 23:16:09.279 - Iteration: 892
2025-08-09 23:16:09.279 - Iteration: 893
2025-08-09 23:16:09.279 - Iteration: 894
2025-08-09 23:16:09.279 - Iteration: 895
2025-08-09 23:16:09.280 - Iteration: 896
2025-08-09 23:16:09.280 - Iteration: 897
2025-08-09 23:16:09.280 - Iteration: 898
2025-08-09 23:16:09.281 - Iteration: 899
2025-08-09 23:16:09.281 - Iteration: 900
2025-08-09 23:16:09.281 - Iteration: 901
2025-08-09 23:16:09.282 - Iteration: 902
2025-08-09 23:16:09.282 - Iteration: 903
2025-08-09 23:16:09.282 - Iteration: 904
2025-08-09 23:16:09.283 - Iteration: 905
2025-08-09 23:16:09.283 - Iteration: 906
2025-08-09 23:16:09.284 - Iteration: 907
2025-08-09 23:16:09.284 - Iteration: 908
2025-08-09 23:16:09.285 - Iteration: 909
2025-08-09 23:16:09.285 - Iteration: 910
2025-08-09 23:16:09.285 - Iteration: 911
2025-08-09 23:16:09.286 - Iteration: 912
2025-08-09 23:16:09.287 - Iteration: 913
2025-08-09 23:16:09.288 - Iteration: 914
2025-08-09 23:16:09.288 - Iteration: 915
2025-08-09 23:16:09.288 - Iteration: 916
2025-08-09 23:16:09.289 - Iteration: 917
2025-08-09 23:16:09.289 - Iteration: 918
2025-08-09 23:16:09.290 - Iteration: 919
2025-08-09 23:16:09.290 - Iteration: 920
2025-08-09 23:16:09.291 - Iteration: 921
2025-08-09 23:16:09.291 - Iteration: 922
2025-08-09 23:16:09.291 - Iteration: 923
2025-08-09 23:16:09.292 - Iteration: 924
2025-08-09 23:16:09.293 - Iteration: 925
2025-08-09 23:16:09.293 - Iteration: 926
2025-08-09 23:16:09.294 - Iteration: 927
2025-08-09 23:16:09.294 - Iteration: 928
2025-08-09 23:16:09.295 - Iteration: 929
2025-08-09 23:16:09.298 - Iteration: 930
2025-08-09 23:16:09.299 - Iteration: 931
2025-08-09 23:16:09.299 - Iteration: 932
2025-08-09 23:16:09.299 - Iteration: 933
2025-08-09 23:16:09.300 - Iteration: 934
2025-08-09 23:16:09.300 - Iteration: 935
2025-08-09 23:16:09.300 - Iteration: 936
2025-08-09 23:16:09.301 - Iteration: 937
2025-08-09 23:16:09.301 - Iteration: 938
2025-08-09 23:16:09.301 - Iteration: 939
2025-08-09 23:16:09.301 - Iteration: 940
2025-08-09 23:16:09.302 - Iteration: 941
2025-08-09 23:16:09.302 - Iteration: 942
2025-08-09 23:16:09.303 - Iteration: 943
2025-08-09 23:16:09.304 - Iteration: 944
2025-08-09 23:16:09.304 - Iteration: 945
2025-08-09 23:16:09.305 - Iteration: 946
2025-08-09 23:16:09.305 - Iteration: 947
2025-08-09 23:16:09.305 - Iteration: 948
2025-08-09 23:16:09.306 - Iteration: 949
2025-08-09 23:16:09.306 - Iteration: 950
2025-08-09 23:16:09.306 - Iteration: 951
2025-08-09 23:16:09.307 - Iteration: 952
2025-08-09 23:16:09.307 - Iteration: 953
2025-08-09 23:16:09.307 - Iteration: 954
2025-08-09 23:16:09.308 - Iteration: 955
2025-08-09 23:16:09.308 - Iteration: 956
2025-08-09 23:16:09.308 - Iteration: 957
2025-08-09 23:16:09.309 - Iteration: 958
2025-08-09 23:16:09.309 - Iteration: 959
2025-08-09 23:16:09.309 - Iteration: 960
2025-08-09 23:16:09.310 - Iteration: 961
2025-08-09 23:16:09.310 - Iteration: 962
2025-08-09 23:16:09.310 - Iteration: 963
2025-08-09 23:16:09.311 - Iteration: 964
2025-08-09 23:16:09.311 - Iteration: 965
2025-08-09 23:16:09.311 - Iteration: 966
2025-08-09 23:16:09.312 - Iteration: 967
2025-08-09 23:16:09.312 - Iteration: 968
2025-08-09 23:16:09.312 - Iteration: 969
2025-08-09 23:16:09.312 - Iteration: 970
2025-08-09 23:16:09.313 - Iteration: 971
2025-08-09 23:16:09.313 - Iteration: 972
2025-08-09 23:16:09.313 - Iteration: 973
2025-08-09 23:16:09.314 - Iteration: 974
2025-08-09 23:16:09.314 - Iteration: 975
2025-08-09 23:16:09.315 - Iteration: 976
2025-08-09 23:16:09.315 - Iteration: 977
2025-08-09 23:16:09.315 - Iteration: 978
2025-08-09 23:16:09.316 - Iteration: 979
2025-08-09 23:16:09.316 - Iteration: 980
2025-08-09 23:16:09.316 - Iteration: 981
2025-08-09 23:16:09.317 - Iteration: 982
2025-08-09 23:16:09.317 - Iteration: 983
2025-08-09 23:16:09.317 - Iteration: 984
2025-08-09 23:16:09.318 - Iteration: 985
2025-08-09 23:16:09.319 - Iteration: 986
2025-08-09 23:16:09.319 - Iteration: 987
2025-08-09 23:16:09.320 - Iteration: 988
2025-08-09 23:16:09.321 - Iteration: 989
2025-08-09 23:16:09.321 - Iteration: 990
2025-08-09 23:16:09.322 - Iteration: 991
2025-08-09 23:16:09.322 - Iteration: 992
2025-08-09 23:16:09.322 - Iteration: 993
2025-08-09 23:16:09.323 - Iteration: 994
2025-08-09 23:16:09.323 - Iteration: 995
2025-08-09 23:16:09.323 - Iteration: 996
2025-08-09 23:16:09.324 - Iteration: 997
2025-08-09 23:16:09.324 - Iteration: 998
2025-08-09 23:16:09.324 - Iteration: 999
2025-08-09 23:16:09.326 - Iteration: 1000
2025-08-09 23:16:09.326 - breakout point
2025-08-09 23:16:09.338 - client1 No0 飛行タイマーが開始されました。
2025-08-09 23:16:09.340 - client1 UAV0 is flying from 0 to 1
2025-08-09 23:16:09.341 - client1 No2 飛行タイマーが開始されました。
2025-08-09 23:16:09.341 - client1 UAV2 is flying from 0 to 2
2025-08-09 23:16:09.342 - client1 No5 飛行タイマーが開始されました。
2025-08-09 23:16:09.342 - client1 UAV5 is flying from 0 to 3
2025-08-09 23:16:11.331 - client1 No1 飛行タイマーが開始されました。
2025-08-09 23:16:11.331 - client1 UAV1 is flying from 0 to 1
2025-08-09 23:16:11.332 - client1 No3 飛行タイマーが開始されました。
2025-08-09 23:16:11.332 - client1 UAV3 is flying from 0 to 2
2025-08-09 23:16:11.332 - client1 No6 飛行タイマーが開始されました。
2025-08-09 23:16:11.332 - client1 UAV6 is flying from 0 to 3
2025-08-09 23:16:13.335 - client1 No4 飛行タイマーが開始されました。
2025-08-09 23:16:13.335 - client1 UAV4 is flying from 0 to 2
2025-08-09 23:16:13.335 - client1 No7 飛行タイマーが開始されました。
2025-08-09 23:16:13.335 - client1 UAV7 is flying from 0 to 3
2025-08-09 23:16:15.333 - client1 No8 飛行タイマーが開始されました。
2025-08-09 23:16:15.333 - client1 UAV8 is flying from 0 to 3
2025-08-09 23:16:17.333 - client1 No9 飛行タイマーが開始されました。
2025-08-09 23:16:17.333 - client1 UAV9 is flying from 0 to 3
2025-08-09 23:16:19.335 - client1 No10 飛行タイマーが開始されました。
2025-08-09 23:16:19.335 - client1 UAV10 is flying from 0 to 3
2025-08-09 23:16:21.332 - client1 No11 飛行タイマーが開始されました。
2025-08-09 23:16:21.332 - client1 UAV11 is flying from 0 to 3
2025-08-09 23:16:23.335 - client1 No12 飛行タイマーが開始されました。
2025-08-09 23:16:23.335 - client1 UAV12 is flying from 0 to 3
2025-08-09 23:16:25.336 - client1 No13 飛行タイマーが開始されました。
2025-08-09 23:16:25.336 - client1 UAV13 is flying from 0 to 3
2025-08-09 23:16:27.332 - client1 No14 飛行タイマーが開始されました。
2025-08-09 23:16:27.332 - client1 UAV14 is flying from 0 to 3
2025-08-09 23:16:27.338 - クライアントタイマー開始 startTime = 1754748987333
2025-08-09 23:16:27.341 - UAV位置更新スケジューラーを開始します...
