# 郡山駅周辺ネットワークトポロジ
# 変換元: 郡山駅周辺モデル座標とドロネーリンク情報.txt
# ノード数: 221, リンク数: 602
# 点在地区(type=0): 容量8, 集中地区(type=1): 容量4
# ※2026-01-18更新: 容量2倍に変更（点在=8, 集中=4）
# lTubeLength: 最小距離(206.2m)基準の相対値
# distance: ユークリッド距離 (m)
#
NODES 221

# NODE id x y district_type
LINK 211 74 5 1449.2 7.0272
LINK 211 196 5 487.9 2.3659
LINK 195 77 5 720.3 3.4925
LINK 195 201 5 569.7 2.7624
LINK 195 196 5 721.1 3.4965
LINK 59 58 10 601.9 2.9185
LINK 59 56 10 1040.7 5.0466
LINK 59 61 10 1381.2 6.6973
LINK 49 56 10 1043.8 5.0612
LINK 49 48 10 874.2 4.2392
LINK 58 60 10 1058.1 5.1305
LINK 58 61 10 1223.0 5.9304
LINK 68 66 10 735.3 3.5653
LINK 68 213 5 401.0 1.9445
LINK 213 203 5 552.3 2.6782
LINK 213 189 5 759.3 3.6817
LINK 213 191 5 876.8 4.2515
LINK 213 66 5 670.8 3.2528
LINK 191 214 5 479.0 2.3227
LINK 191 203 5 649.7 3.1504
LINK 191 215 5 599.1 2.9051
LINK 191 200 5 642.0 3.1131
LINK 214 200 5 489.5 2.3738
LINK 214 194 5 659.1 3.1959
LINK 203 189 5 353.2 1.7126
LINK 203 215 5 700.8 3.3982
LINK 66 189 5 764.0 3.7046
LINK 66 186 5 873.1 4.2335
LINK 66 187 5 979.4 4.7491
LINK 188 170 5 560.9 2.7196
LINK 188 169 5 934.1 4.5296
LINK 188 174 5 749.2 3.6327
LINK 188 189 5 962.3 4.6663
LINK 188 187 5 608.7 2.9514
LINK 208 174 5 861.3 4.1765
LINK 208 182 5 807.3 3.9146
LINK 208 215 5 853.0 4.1361
LINK 208 190 5 577.1 2.7985
LINK 170 169 5 685.5 3.3241
LINK 170 174 5 935.2 4.5349
LINK 170 162 5 881.3 4.2734
LINK 170 161 5 804.7 3.9022
LINK 215 174 5 1063.2 5.1553
LINK 215 189 5 848.3 4.1132
LINK 215 200 5 673.2 3.2642
LINK 215 190 5 609.9 2.9572
LINK 189 174 5 1124.9 5.4545
LINK 189 187 5 935.4 4.5357
LINK 190 182 5 934.6 4.5317
LINK 190 200 5 552.0 2.6767
LINK 190 76 5 893.2 4.3313
LINK 187 169 5 956.5 4.6380
LINK 187 185 5 714.9 3.4667
LINK 187 186 5 509.0 2.4684
LINK 97 4 5 1294.0 6.2748
LINK 77 201 5 770.1 3.7344
LINK 77 76 10 728.2 3.5310
LINK 24 26 10 894.5 4.3376
LINK 24 21 10 1277.5 6.1944
LINK 76 201 5 658.4 3.1926
LINK 76 182 5 825.5 4.0029
LINK 76 200 5 1007.1 4.8833
LINK 201 196 5 877.0 4.2525
LINK 201 200 5 908.0 4.4030
LINK 201 194 5 649.1 3.1473
LINK 196 194 5 592.2 2.8717
LINK 194 200 5 817.6 3.9643
LINK 74 73 10 778.6 3.7756
LINK 162 161 5 691.6 3.3534
LINK 161 169 5 613.9 2.9767
LINK 2 3 10 709.6 3.4410
LINK 4 3 10 834.5 4.0463
LINK 60 168 5 1078.2 5.2282
LINK 60 62 10 787.3 3.8176
LINK 60 61 10 887.8 4.3048
LINK 62 185 5 445.9 2.1623
LINK 62 168 5 543.2 2.6339
LINK 62 186 5 863.6 4.1875
LINK 185 169 5 767.9 3.7235
LINK 185 168 5 579.6 2.8106
LINK 185 186 5 594.0 2.8804
LINK 168 169 5 705.8 3.4224
LINK 48 46 10 1362.9 6.6086
LINK 44 39 10 1350.7 6.5495
LINK 35 32 10 1472.7 7.1410
LINK 35 39 10 744.4 3.6098
LINK 35 36 10 537.0 2.6040
LINK 39 37 10 933.2 4.5252
LINK 39 36 10 1021.1 4.9512
LINK 32 33 10 1128.8 5.4736
LINK 32 31 10 902.2 4.3746
LINK 32 34 10 1262.2 6.1205
LINK 32 36 10 1454.5 7.0529
LINK 36 37 10 830.3 4.0260
LINK 36 34 10 1173.1 5.6883
LINK 36 38 10 1166.6 5.6568
LINK 37 38 10 814.5 3.9497
LINK 33 31 10 674.9 3.2726
LINK 33 34 10 503.2 2.4402
LINK 15 17 10 1209.4 5.8644
LINK 38 34 10 1404.8 6.8117
LINK 32 117 5 1654.8 8.0254
LINK 31 117 5 1540.5 7.4707
